8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01
8.534280863714904797e-01,8.155766594196073305e-01,7.137198854432692530e-01,9.234257489961759102e-01,9.376022951098758051e-01,9.385400548837914414e-01,9.365434783140108577e-01,9.357079251111665164e-01,9.369768806013075713e-01,9.384510816705032843e-01,9.385677690318949828e-01,8.280583310293572197e-01,8.283859347495627912e-01,8.276257553000605505e-01,9.397214082765351639e-01,9.349229966035531580e-01,9.046057679650530980e-01,9.461885623494867836e-01,9.534517873980127289e-01,9.351456197516097024e-01
8.701782814965506319e-01,8.458985229647604243e-01,8.259550148144874093e-01,9.762977640223442499e-01,9.107016530852121150e-01,9.512507288624987289e-01,9.491612272144182016e-01,9.886165093557610639e-01,9.898277583717343120e-01,9.913295700240449815e-01,9.916416574724918886e-01,9.869728067882995726e-01,9.871652137650676062e-01,9.865749898809523799e-01,9.810129717738708122e-01,9.289486302789985439e-01,8.694915929932196530e-01,8.215745174931597949e-01,8.272871970245154749e-01,4.982497031870007920e-01
9.109284259813834606e-01,8.732866336240299177e-01,8.626734003144396201e-01,9.775826550434177920e-01,9.516132130054257843e-01,9.920847909578247581e-01,9.897864310132888921e-01,9.893343376403123113e-01,9.905551876236436959e-01,9.921035284345605110e-01,9.923255582549039833e-01,9.903233581211725589e-01,9.904003422035339010e-01,9.896365985368816842e-01,9.756569088022873926e-01,9.579531118008673962e-01,9.351477759993801486e-01,9.123722677754670940e-01,9.188277224512740871e-01,9.003638475252426776e-01
9.123044169755146759e-01,9.027509959466794021e-01,8.990609368301919480e-01,9.776993785786319835e-01,9.917109718861074619e-01,9.922766665504412220e-01,9.899259825007827862e-01,9.895210566142228492e-01,9.907071336243986615e-01,9.921982130517723597e-01,9.923664842544580589e-01,9.824673198783060446e-01,9.824974384726439247e-01,9.817080679268126442e-01,9.673652775844264751e-01,9.599182062428962547e-01,9.365755375263705718e-01,9.059512120121736567e-01,9.126194723803725539e-01,9.003469060184420281e-01
9.141250412648593837e-01,9.036016445134029684e-01,9.007367451191923280e-01,9.777703700470011805e-01,9.517981461355335959e-01,9.523797861428076050e-01,9.500120434921704993e-01,9.495725618547745661e-01,9.507936669789045503e-01,9.922336304327575851e-01,9.924070227087316010e-01,9.836770293145599142e-01,9.837218677058565675e-01,9.829487588760951189e-01,9.732494380062375328e-01,9.680905902811085539e-01,9.515105097933789224e-01,9.392778058001787223e-01,9.461754402085162940e-01,9.370093564639706551e-01
9.143506871767592692e-01,9.084860490174767600e-01,9.069121031236977437e-01,9.777104763519781638e-01,9.517773718099555857e-01,9.923274317306307601e-01,9.899807499098283170e-01,9.508533287906396625e-01,9.907816871079242471e-01,9.920700617993999382e-01,9.923044975691671654e-01,9.834650090358681984e-01,9.835435514813986035e-01,9.827845019500602852e-01,9.741493620243404372e-01,9.692917847951741939e-01,9.532952498903688454e-01,9.494620731774890965e-01,9.564562736401436283e-01,9.517470897694247922e-01
9.150942815764879779e-01,9.108654330635181928e-01,9.094720535804339256e-01,9.780379688101799029e-01,9.919017666836309477e-01,9.924240094489086284e-01,9.900324605058584693e-01,9.896305222214405450e-01,9.908503127114256515e-01,9.921259905840865700e-01,9.923497388829350951e-01,9.891260619351891492e-01,9.892460405818529479e-01,9.884957419894001562e-01,9.752630578168733910e-01,9.731861674154110853e-01,9.644694992089017926e-01,9.607004645573212764e-01,9.677698418097583355e-01,9.648004619511066915e-01
9.152121399930938095e-01,9.111222327260728449e-01,9.097209326623806325e-01,9.798162308092648320e-01,9.580784397274010322e-01,9.550132044114089114e-01,9.908525296793090353e-01,9.894744310879477478e-01,9.909082491678513627e-01,9.919211050579039846e-01,9.922280612672519373e-01,9.905099475928973440e-01,9.906398141130448032e-01,9.898801214096358825e-01,9.720014750921184277e-01,9.710935509986010628e-01,9.644995386544912286e-01,9.629185513938866015e-01,9.701058038839265318e-01,9.678437167018927312e-01
9.155663956688505634e-01,9.130699978554411844e-01,9.113556158094937576e-01,9.796561667345735636e-01,9.956104273377104352e-01,9.533604961179585890e-01,9.883390519238229865e-01,9.869636541322798218e-01,9.884188943880778400e-01,9.894327215434591816e-01,9.897468331322998303e-01,9.891505774023964248e-01,9.892973607772174161e-01,9.885300034955470938e-01,9.862042560187016527e-01,9.841938442020102817e-01,9.796047148075982536e-01,9.791220331491991002e-01,9.865832769726188278e-01,9.713329448982844783e-01
9.161800411452439841e-01,9.137413435949821583e-01,9.120596120311393884e-01,9.792876748411712962e-01,9.156921219653827437e-01,9.525318115703091948e-01,9.468892979674154997e-01,9.462905684494820058e-01,9.480491982974725840e-01,9.491887770816398451e-01,9.494229685753831083e-01,9.485561704825304918e-01,9.486805430151076246e-01,9.479863828175939533e-01,9.869377697287263773e-01,9.854793748291308386e-01,9.809394165384801578e-01,9.799098716296158473e-01,9.876612697712668920e-01,9.729709728122389878e-01
9.164197451618387724e-01,9.136135772647606679e-01,9.120473574003358230e-01,9.791007941647633661e-01,8.755336857715336762e-01,9.523332547232479239e-01,9.466831472442612805e-01,9.460824808525637453e-01,9.878051737322260939e-01,9.889407104496171774e-01,9.891938747459643189e-01,9.884021849945650029e-01,9.885275144509662049e-01,9.877384038927644605e-01,9.886580482606399656e-01,9.867866602968757839e-01,9.798743443635927752e-01,9.802920674758394126e-01,9.881506607842642786e-01,9.748145410616665396e-01
9.164464436873406283e-01,9.142087517857127033e-01,9.125580704329352422e-01,9.790002921123515112e-01,9.555195058133101327e-01,9.524100134385795613e-01,9.867466574811651903e-01,9.861472423631661988e-01,9.878962539903105577e-01,9.890349345426878713e-01,9.892908875015474779e-01,9.888162625165368702e-01,9.889419784414230641e-01,9.881489134994183576e-01,9.892059025210762080e-01,9.876881682656710737e-01,9.788950683334886049e-01,9.792463395000164939e-01,9.870858381331718556e-01,9.747481483766574639e-01
9.169416823795484284e-01,9.153243674798154927e-01,9.138045563861241227e-01,9.790086727520481702e-01,9.956559211295483713e-01,9.925888796540963677e-01,9.878854209697793820e-01,9.850892313228798436e-01,9.861994203942910930e-01,9.891494926486993355e-01,9.895928382409091562e-01,9.890088697080763325e-01,9.892409513318343173e-01,9.884799002679172109e-01,9.898152971546945178e-01,9.860143984609114343e-01,9.742818116126291672e-01,9.744217652512312533e-01,9.820415388535194134e-01,9.757838518936406969e-01
9.170736507749883692e-01,9.154416957173405756e-01,9.139507572788438949e-01,9.789321617091861771e-01,9.959767709705654726e-01,9.529215042440241090e-01,9.480661999961941255e-01,9.451658446842521322e-01,9.862400905153987374e-01,9.892733158050758258e-01,9.897232655512239186e-01,9.892456162680483001e-01,9.894712275611705632e-01,9.887268570596811079e-01,9.899968986047070763e-01,9.870171989734290996e-01,9.742601193456711384e-01,9.741034242204272831e-01,9.817907656179351017e-01,9.738375892535734435e-01
9.170566783460196714e-01,9.156662844046641325e-01,9.141517801223213446e-01,9.789334724913315577e-01,9.959466392214260111e-01,9.928721226091926644e-01,9.880685849105885765e-01,9.851616400262116491e-01,9.862784266049549053e-01,9.892719624571395531e-01,9.897258096262673277e-01,9.893356072940640011e-01,9.895684666717085021e-01,9.888356521964537516e-01,9.899742886075270087e-01,9.865895247941154356e-01,9.738688847772162260e-01,9.735365531222399671e-01,9.811378457262713848e-01,9.751640017924314563e-01
9.168953187071144928e-01,9.157593380565666186e-01,9.143110564054560685e-01,9.789362248217203799e-01,9.957222545241275480e-01,9.527264193130204895e-01,9.878910095946429326e-01,9.849819151359551217e-01,9.860951137240064890e-01,9.891008205271600850e-01,9.895564563174764627e-01,9.892925180956612108e-01,9.895301653109186413e-01,9.888131181030317407e-01,9.896562510795596790e-01,9.888818417152239748e-01,9.775062420722884227e-01,9.775343304696282321e-01,9.851808845061369446e-01,9.801248663104735748e-01
