8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01,8.606510236363975608e-01
8.254006044627557603e-01,6.423547766594102093e-01,3.904292259150844990e-01,5.928693524423931382e-01,6.426210727186441041e-01,6.427961324584896552e-01,5.483380481546878960e-01,6.746535097414835258e-01,6.743640590209323271e-01,6.743632300875748165e-01,6.737109733167430115e-01,6.732821728801187122e-01,6.728063029760694702e-01,6.711993304300009067e-01,6.686921304855113490e-01,6.655257056732345466e-01,6.619484089100517998e-01,6.619484270750827237e-01,6.619484415706601288e-01,6.619483173333859938e-01
8.826373931566016129e-01,6.460587918210339842e-01,6.012086041270001679e-01,7.398093611786464852e-01,8.253381406858454339e-01,8.254289766795050998e-01,7.892925232242486988e-01,9.044878155049079771e-01,9.044496254348589614e-01,9.044485254476006819e-01,9.043924515449365265e-01,9.043185653130066948e-01,9.042278475601699395e-01,9.040398198116196271e-01,9.037501909012095602e-01,9.033501484816105487e-01,9.028560678419084162e-01,9.028560626519005483e-01,9.028560531766605113e-01,9.028559310374649760e-01
9.053094983213101354e-01,6.585445021049289860e-01,6.550212296191275652e-01,8.324336337616894399e-01,8.832802774081625063e-01,8.833101139161592119e-01,8.829677327495515371e-01,9.519415152178369866e-01,9.519136859783340343e-01,9.519135877281356128e-01,9.518666923913247091e-01,9.518068100929778508e-01,9.517328362770901551e-01,9.516629776704050858e-01,9.515718702386538608e-01,9.514295121835959490e-01,9.512514485865105618e-01,9.512514483205544158e-01,9.512514476474556169e-01,9.512514295947803733e-01
9.079696636213300254e-01,6.600542250297255498e-01,6.457448572053701152e-01,8.427497147720416359e-01,9.183446468156333253e-01,9.184057408717656301e-01,9.246160745134029968e-01,9.820885632479364746e-01,9.820569087972245148e-01,9.820568896267044545e-01,9.820100180523873012e-01,9.819454490463926932e-01,9.818657128479315599e-01,9.817633309292144173e-01,9.816000554393959909e-01,9.813741711621095654e-01,9.810924360570552061e-01,9.810924349176325387e-01,9.810924336975963556e-01,9.810924588726989137e-01
9.090141052828775159e-01,6.647796481651604417e-01,7.042178159186919251e-01,8.506571178764652519e-01,9.154679748551715068e-01,9.154958150996851396e-01,9.047195025087750864e-01,9.863280058089215485e-01,9.862963752298462561e-01,9.862963592890090503e-01,9.862491709399876516e-01,9.861843541224896148e-01,9.861043227626392627e-01,9.859209947022843368e-01,9.856223775206848225e-01,9.852153177766834746e-01,9.847089844010271653e-01,9.847089822208999754e-01,9.847089799886152850e-01,9.847090403357511290e-01
9.105237696837881201e-01,6.683526920722989706e-01,6.761554780270887521e-01,8.484649827986657789e-01,9.165896965967601506e-01,9.166094853929755981e-01,9.084272038785076164e-01,9.858909863971659915e-01,9.858587613487859169e-01,9.858587342253738450e-01,9.858100499146221773e-01,9.857446839443575470e-01,9.856641660255385240e-01,9.855805217382196393e-01,9.854490043511523467e-01,9.852616229489810085e-01,9.850263847935778472e-01,9.850263830647014718e-01,9.850263812300400490e-01,9.850264222369916611e-01
9.104612286660076492e-01,6.674919821796663211e-01,7.079024137228659974e-01,8.480089164306179317e-01,9.080513830385542606e-01,9.075765790580642145e-01,9.010900133775350263e-01,9.829345546643337705e-01,9.829023121122300033e-01,9.829021893974365653e-01,9.828517852372715691e-01,9.827858331871439646e-01,9.827047207769311621e-01,9.826227201543192846e-01,9.824880282787793462e-01,9.823017266892293264e-01,9.820679670081139401e-01,9.820679499623085063e-01,9.820679403559050558e-01,9.820679784275178070e-01
9.104900777381697008e-01,6.635501754658699181e-01,7.310550203321368734e-01,8.534952489476614890e-01,9.117632698828262994e-01,9.117792175053400783e-01,9.069587688099756129e-01,9.889864025301341455e-01,9.889549345218803245e-01,9.889549233009061746e-01,9.889048239017520503e-01,9.888397054646719253e-01,9.887595608128180169e-01,9.886277304776398545e-01,9.884098034494313012e-01,9.881113917985748785e-01,9.877379424438301747e-01,9.877379382071402869e-01,9.877379348647310486e-01,9.877379892216003876e-01
9.115126813743326117e-01,6.649912569941039964e-01,7.812549120159500982e-01,8.529439121623876296e-01,9.107556366695982453e-01,9.109879839109120692e-01,9.073949002016972187e-01,9.889201055067967649e-01,9.888882287326610232e-01,9.888882001049382753e-01,9.888376983307907153e-01,9.887718935520615204e-01,9.886909402474027830e-01,9.885877088859277295e-01,9.884157992209504640e-01,9.881799917592352100e-01,9.878842880927148906e-01,9.878842799081932746e-01,9.878842743931010029e-01,9.878843203366952652e-01
